Date,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,Price
2015-08-24,33.8765495659132,25.926440729377255,42.23044181227099,33.8765495659132,33.8765495659132,0.10176851501990032,0.10176851501990032,0.10176851501990032,0.10176851501990032,0.10176851501990032,0.10176851501990032,0.0,0.0,0.0,33.9783180809331
2015-08-25,33.8765495659132,25.830879177484285,42.10239323814746,33.8765495659132,33.8765495659132,0.054580988184333594,0.054580988184333594,0.054580988184333594,0.054580988184333594,0.054580988184333594,0.054580988184333594,0.0,0.0,0.0,33.931130554097535
2015-08-26,33.8765495659132,25.58803270214423,41.984994813139146,33.8765495659132,33.8765495659132,0.010714057603779968,0.010714057603779968,0.010714057603779968,0.010714057603779968,0.010714057603779968,0.010714057603779968,0.0,0.0,0.0,33.88726362351698
2015-08-27,33.8765495659132,25.71151341272598,41.982923029197664,33.8765495659132,33.8765495659132,-0.029254695499744937,-0.029254695499744937,-0.029254695499744937,-0.029254695499744937,-0.029254695499744937,-0.029254695499744937,0.0,0.0,0.0,33.84729487041346
2015-08-28,33.8765495659132,25.815126531272206,41.75474360017619,33.8765495659132,33.8765495659132,-0.06480929347717271,-0.06480929347717271,-0.06480929347717271,-0.06480929347717271,-0.06480929347717271,-0.06480929347717271,0.0,0.0,0.0,33.811740272436026
2015-08-31,33.8765495659132,24.842876481934447,41.996344340487184,33.8765495659132,33.8765495659132,-0.14089035766561614,-0.14089035766561614,-0.14089035766561614,-0.14089035766561614,-0.14089035766561614,-0.14089035766561614,0.0,0.0,0.0,33.73565920824758
2015-09-01,33.8765495659132,25.94675658793703,41.86184639298965,33.8765495659132,33.8765495659132,-0.1550778820096339,-0.1550778820096339,-0.1550778820096339,-0.1550778820096339,-0.1550778820096339,-0.1550778820096339,0.0,0.0,0.0,33.721471683903566
2015-09-02,33.8765495659132,25.424307956141504,41.66153231281711,33.8765495659132,33.8765495659132,-0.1633936147552551,-0.1633936147552551,-0.1633936147552551,-0.1633936147552551,-0.1633936147552551,-0.1633936147552551,0.0,0.0,0.0,33.713155951157944
2015-09-03,33.8765495659132,25.66118015518033,42.29362842461052,33.8765495659132,33.8765495659132,-0.1657910230924677,-0.1657910230924677,-0.1657910230924677,-0.1657910230924677,-0.1657910230924677,-0.1657910230924677,0.0,0.0,0.0,33.710758542820734
2015-09-04,33.8765495659132,25.421777234749953,41.52816850101793,33.8765495659132,33.8765495659132,-0.16230584370300877,-0.16230584370300877,-0.16230584370300877,-0.16230584370300877,-0.16230584370300877,-0.16230584370300877,0.0,0.0,0.0,33.71424372221019
2015-09-08,33.8765495659132,24.680903969414338,41.84969341451384,33.8765495659132,33.8765495659132,-0.09298039345426881,-0.09298039345426881,-0.09298039345426881,-0.09298039345426881,-0.09298039345426881,-0.09298039345426881,0.0,0.0,0.0,33.78356917245893
2015-09-09,33.8765495659132,25.116847668095883,41.691176482038166,33.8765495659132,33.8765495659132,-0.06328610045410027,-0.06328610045410027,-0.06328610045410027,-0.06328610045410027,-0.06328610045410027,-0.06328610045410027,0.0,0.0,0.0,33.8132634654591
2015-09-10,33.8765495659132,26.446043523920455,42.53622358421194,33.8765495659132,33.8765495659132,-0.029459005126232327,-0.029459005126232327,-0.029459005126232327,-0.029459005126232327,-0.029459005126232327,-0.029459005126232327,0.0,0.0,0.0,33.84709056078697
2015-09-11,33.8765495659132,25.63313860979127,42.40560058619427,33.8765495659132,33.8765495659132,0.008002786610517459,0.008002786610517459,0.008002786610517459,0.008002786610517459,0.008002786610517459,0.008002786610517459,0.0,0.0,0.0,33.88455235252372
2015-09-14,33.8765495659132,25.416847240745266,42.57104525559674,33.8765495659132,33.8765495659132,0.1366375540557107,0.1366375540557107,0.1366375540557107,0.1366375540557107,0.1366375540557107,0.1366375540557107,0.0,0.0,0.0,34.01318711996891
2015-09-15,33.8765495659132,26.12499162388109,42.066734427800675,33.8765495659132,33.8765495659132,0.18293822790121242,0.18293822790121242,0.18293822790121242,0.18293822790121242,0.18293822790121242,0.18293822790121242,0.0,0.0,0.0,34.05948779381441
2015-09-16,33.8765495659132,25.34156249193977,42.278004527746646,33.8765495659132,33.8765495659132,0.2299083205649547,0.2299083205649547,0.2299083205649547,0.2299083205649547,0.2299083205649547,0.2299083205649547,0.0,0.0,0.0,34.106457886478154
2015-09-17,33.8765495659132,25.83851288593912,42.53337851723221,33.8765495659132,33.8765495659132,0.27691111054511713,0.27691111054511713,0.27691111054511713,0.27691111054511713,0.27691111054511713,0.27691111054511713,0.0,0.0,0.0,34.153460676458316
